year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
1988,0.30231366503,0.5450637499999986,256161.0145,0.5934989099999988,0.10880325938499992,0.21206584999999983,-11.467480000000009,0.06772324999999998,120.48196600000007,0.5540206049999992,38.838,7,1
1989,0.30009578115500046,0.5520308499999996,255036.374,0.5917016950000017,0.10372133091999974,0.1987739999999998,-11.308941500000005,0.06488795000000018,120.61019749999997,0.5583659500000008,38.6295,7,1
1990,0.3040925320549999,0.5451853500000008,259626.2145,0.5876502000000007,0.10658542252500014,0.20025610000000008,-11.105795499999996,0.0678364,120.01951399999972,0.5339335999999992,39.785,7,1
1991,0.31596834349999997,0.5612282500000005,244292.828,0.5660222200000012,0.10899392890999994,0.1902511999999999,-10.835189,0.07370744999999992,119.77635500000015,0.5542272999999992,41.21,7,1
1992,0.30660295131500065,0.5638258499999995,245248.012,0.5897707950000001,0.09468978841000013,0.20046040000000043,-10.454913000000015,0.07553339999999999,122.56621199999991,0.5645346000000006,42.485,7,1
1993,0.2910173217199993,0.5744990999999989,252771.8,0.5719260550000003,0.11497925631499996,0.1988281499999999,-10.773155000000001,0.07817559999999993,119.93978550000003,0.5584514499999995,42.325,7,1
1994,0.2883338279049997,0.5593906999999998,252177.5665,0.5906283395000007,0.10749149407000011,0.19308890000000054,-10.080786999999985,0.07814084999999997,118.43638550000006,0.5369730500000006,44.3795,7,1
1995,0.28495527959999906,0.5649644499999991,249126.044,0.5892248149999999,0.10876510903499984,0.19991025000000023,-9.860934499999985,0.08232494999999994,119.20807000000006,0.5374668500000004,44.443,0,1
1996,0.28592286419999974,0.5917214499999983,248138.9245,0.5917876049999983,0.08489056097000001,0.20051785000000033,-9.279578499999992,0.0875630999999999,117.33193599999976,0.5642892499999995,44.4005,7,1
1997,0.3031428459699996,0.5779669500000011,246396.506,0.6018173451000003,0.10732971228500005,0.20388905000000038,-9.140692,0.09002819999999999,117.75947450000014,0.5462640500000003,45.1835,7,1
1998,0.2779776349250007,0.5928673999999997,248837.2385,0.6148433699999996,0.10051360637999994,0.19614045000000002,-8.822504499999992,0.09472490000000008,118.53551800000005,0.5454226999999994,45.231,7,1
1999,0.26335670799000055,0.5862456000000001,245668.599,0.6419781985000005,0.08761371486999985,0.20873355000000007,-8.16613899999999,0.09936194999999998,119.75896249999981,0.5578091000000004,46.8325,7,1
2000,0.28665430251500024,0.5890393999999984,242958.072,0.6222228399999986,0.09978976032499993,0.2009182500000003,-8.288861500000014,0.08985415000000019,118.93267200000004,0.5573495499999997,46.3125,7,1
2001,0.27039216722999954,0.5859331499999991,241011.54,0.638171686000001,0.09475379677499993,0.1872396999999998,-8.051443999999991,0.0912573999999998,117.90320149999991,0.5509530999999996,48.6245,7,1
2002,0.27540860544999973,0.5786278499999994,239810.2355,0.651352290000001,0.08110273732500001,0.19558895000000015,-7.517304,0.08380909999999998,119.5606995000001,0.5478405,48.202,7,1
2003,0.24737943204500012,0.5766327500000002,245057.708,0.6661775500000011,0.08068469056,0.1954671499999998,-7.3594095,0.09231584999999992,121.00653550000006,0.5349429499999997,48.4045,7,1
2004,0.2642102908400008,0.5722623999999994,239908.2885,0.6605525600000012,0.06928727091000005,0.2022549000000002,-7.358679500000005,0.09381965000000006,121.67667600000014,0.5308764500000013,48.974,7,1
2005,0.24681674257,0.5763006000000004,238882.838,0.6597665550000027,0.08108178036500009,0.18918573499999983,-7.298013499999998,0.09406584999999984,122.11565450000023,0.5331835500000003,50.3475,7,1
2006,0.26628397902999984,0.56844475,236364.3485,0.6578295349999984,0.07320888855,0.1873865500000001,-7.139477999999995,0.08384884999999985,121.81348599999994,0.5208878000000001,50.631,7,1
2007,0.24180436130000024,0.5648300500000004,242951.7495,0.6730113000000014,0.07156176582000001,0.19531585000000032,-6.993947500000014,0.08387600000000002,123.47012250000026,0.51510375,50.7085,7,1
2008,0.2411181200600004,0.5834104999999993,239900.875,0.6758608922999995,0.061075722510000034,0.19859070000000015,-6.803835000000011,0.07707565000000025,123.46984050000003,0.5312542999999998,50.522,0,1
2009,0.24526934591999996,0.56685735,238880.798,0.6807656650000005,0.06342900585000001,0.20644795,-6.839578499999995,0.08704805000000006,123.656818,0.5118218685,51.36,0,1
2010,0.22871228306500016,0.5778111500000005,243543.9095,0.6936963550999994,0.07797051530999981,0.20197699999999977,-6.694271000000002,0.08600675000000009,123.4369654999999,0.5258112799999993,52.7635,0,1
2011,0.23938175722999985,0.559822150000001,236586.656,0.6712690660000008,0.08569028278000007,0.2040738000000002,-7.176961500000013,0.08990239999999997,122.39930550000032,0.479514985000001,53.184,0,1
2012,0.23619658645500013,0.5716951000000007,242556.9375,0.6698113400000014,0.06928754146499996,0.1951285000000001,-6.999708500000001,0.08370134999999998,122.09983700000008,0.4746572699999994,54.34,7,1
2013,0.24196858968000015,0.5788737499999993,239570.8225,0.6564671888499991,0.07276873100999993,0.19953350000000009,-7.199979499999995,0.09762169999999994,120.78447349999995,0.46724439999999956,55.6915,1,1
2014,0.23761401954500003,0.5895741499999995,231953.446,0.6534970216000003,0.058542842684999985,0.19008369999999983,-6.95737600000002,0.08467125000000003,122.5846689999999,0.4645989550000012,56.9645,0,1
2015,0.24680092125323702,0.5910075608493004,224708.84412221645,0.6334988267736925,0.05826165971517348,0.18751315380631828,-7.134255308130492,0.09574339720352139,119.69610512687723,0.443944464008285,59.54790264111859,0,1
2016,0.28028970382427665,0.5999763839512433,219400.76383951245,0.5928771561706442,0.07464638353986798,0.18019796851193473,-7.949912646013213,0.10729822244794313,119.07034382935505,0.4307690299644494,61.37125444388014,0,1
2017,0.28991629086000004,0.6122864000000002,209343.613,0.5867385868999985,0.09820921282999998,0.19421845,-8.422697499999998,0.11175244999999977,116.84027750000031,0.414465275,64.8615,1,1
2018,0.27194090259999987,0.6649300000000001,200919.119,0.5905911699999998,0.035947920560000055,0.17178135000000017,-7.253665999999991,0.12814010000000003,122.0043249999998,0.4471409200000004,67.276,1,1
2019,0.28929754549999964,0.6442153500000002,197733.133,0.5787961132500007,0.07651758950499993,0.16716060000000013,-8.041738000000008,0.12479869999999998,118.86816300000002,0.46585562000000114,69.6555,1,1
2020,0.2473740374259672,0.6730774487471516,197114.66230068338,0.6119141913439642,0.039052253006833654,0.17704817767653763,-7.204023917995442,0.14350484054669696,121.22870387243746,0.4827551480637813,63.11104783599089,1,1
