genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
acoustic pop,0.48524972623281115,0.5278208104445249,234521.88943792926,0.4829903476508946,0.04711369348162551,0.15336058534714428,-9.214582532432132,0.040121910021044496,117.5559650721883,0.38460085043698067,52.86698245963172,11,1
acoustic punk,0.37443902857142863,0.5279671428571429,192338.42428571428,0.6144357142857144,0.06806651202857143,0.1802244285714286,-8.175711428571427,0.06797942857142857,120.96055428571431,0.7408571428571429,38.998571428571424,9,1
adoracion,0.38966666666666666,0.4969444444444444,296901.0833333333,0.5190833333333333,0.0,0.31024999999999997,-7.925083333333332,0.03740277777777778,132.7866111111111,0.30969444444444444,46.63888888888889,7,1
adult standards,0.6529038448722777,0.49871138164816586,195660.18552560743,0.38581387253373056,0.12236821820292759,0.1942906011055438,-12.210882146730187,0.05421193080173042,113.58747106724392,0.5049755874109653,30.308837416237576,0,1
adventista,0.7776971014492752,0.5320144927536231,200485.42028985507,0.32520289855072454,7.4371014492753645e-06,0.1395594202898551,-9.22013043478261,0.028902898550724643,113.79046376811591,0.5195942028985507,25.695652173913043,6,1
afghan pop,0.45039999999999997,0.6968333333333333,301078.0833333333,0.6721666666666666,0.0014728504166666666,0.09867083333333333,-7.560708333333334,0.08020000000000001,113.18816666666667,0.8082916666666667,38.583333333333336,7,1
african gospel,0.77,0.605,534036.0,0.602,0.0007610000000000001,0.083,-6.726,0.0413,129.305,0.903,32.0,4,1
african percussion,0.34920000000000023,0.5938666666666667,284304.53333333327,0.7623999999999999,0.255481912,0.12804,-8.04,0.08653999999999999,132.61299999999997,0.4638,12.733333333333333,0,0
african reggae,0.25039722222222227,0.7511944444444446,267519.6666666666,0.6631666666666666,0.0035307772222222217,0.10757777777777777,-7.365055555555555,0.057638888888888885,118.41558333333333,0.7701388888888887,44.41666666666667,7,1
african rock,0.09774983750000003,0.6727166666666666,231344.80833333332,0.5741249999999999,0.093797965,0.14859583333333334,-8.675066666666666,0.07028000000000001,119.22338333333333,0.5252833333333332,42.025,8,1
afro dancehall,0.066539235,0.6087333333333333,206349.31666666665,0.7600166666666666,0.009239640666666668,0.21595,-5.9619,0.16997333333333334,134.14636666666664,0.5856333333333332,53.03333333333334,11,1
afro house,0.19974999999999998,0.6675,235788.5,0.5965,0.195746,0.11149999999999999,-8.674,0.1682,132.147,0.673,54.0,5,1
afro psych,0.2443,0.438,318605.5,0.75975,0.399225,0.151,-11.159500000000001,0.053425,137.68125,0.8047500000000001,27.75,1,1
afro-cuban traditional,0.152,0.662,374813.0,0.764,0.0103,0.0803,-7.994,0.0819,135.90200000000002,0.769,29.0,7,1
afro-funk,0.15091666666666664,0.8058666666666667,288830.93333333335,0.7271666666666666,0.0823830466666667,0.09704000000000002,-8.896149999999999,0.09570499999999998,114.98983333333335,0.875,29.083333333333332,0,1
afrobeat,0.33929898404591774,0.6255580703411693,320634.8909396384,0.6192811059869952,0.30799114424750895,0.16540070251553207,-9.898266175365938,0.060932544125794845,118.67621285827398,0.7076457005281088,38.23552898890576,0,1
afrobeat brasileiro,0.9,0.621,161373.0,0.758,0.00216,0.121,-9.981,0.106,87.435,0.695,14.0,6,0
afrofuturism,0.24991222490523032,0.6319543603352304,298945.70778831455,0.5880325776699893,0.11626329898666457,0.1900778324601696,-9.499777477338176,0.14171240273102284,113.32288108122917,0.47067704894243817,45.91769865298093,9,1
afrofuturismo brasileiro,0.626,0.484,247120.0,0.81,0.000283,0.11,-4.579,0.0377,144.454,0.422,36.0,7,0
afropop,0.4415449363689098,0.6084024753946681,323634.7059977444,0.5253437564719334,0.13170376170997292,0.15768562389437807,-11.340903428446786,0.07655866305436904,115.07851337323159,0.6300199358919044,43.583738488348125,7,1
afroswing,0.36765833333333336,0.6972916666666666,186504.9583333333,0.5646666666666667,0.00017999083333333337,0.21079583333333335,-7.4395,0.18047083333333333,79.75991666666667,0.701125,77.625,11,0
aggrotech,3.28e-06,0.4920000000000001,285667.0,0.947,0.7559999999999999,0.319,-5.97,0.0433,120.036,0.212,45.0,1,1
alabama indie,0.21722444871794877,0.5225128205128206,237709.41025641025,0.6695000000000001,0.07456327435897435,0.12765384615384615,-8.478858974358973,0.04368205128205128,113.62196153846155,0.5323846153846153,43.5,7,1
alabama metal,0.002136,0.4350000000000001,190191.0,0.8799999999999999,7.366666666666667e-07,0.15406666666666666,-3.451,0.060966666666666676,110.25966666666666,0.4653333333333334,46.0,6,1
alabama rap,0.13590689040959042,0.7009887778887779,214143.7842990343,0.6049699134199134,0.00039407827272727275,0.16681546620046622,-6.6918614885114875,0.21618204462204466,115.67961336996338,0.4220112554112554,51.08852813852814,2,1
albanian pop,0.09593499999999999,0.6935,167717.5,0.782,1.215e-05,0.15595,-7.0075,0.11395000000000001,125.498,0.6215,56.5,6,0
alberta country,0.18407418518518517,0.5950935185185185,200241.49814814815,0.7487166666666667,2.8644851851851847e-05,0.2224922222222222,-6.196218518518517,0.048717777777777777,110.24659814814814,0.6116444444444444,54.556481481481484,11,1
alberta hip hop,0.329,0.906,144013.0,0.604,0.0,0.255,-8.332,0.0746,99.996,0.899,75.0,11,0
album rock,0.19234808140363227,0.5140670986128587,266273.5188008231,0.6581594149915682,0.07447418144447028,0.216539966826857,-9.910221946033795,0.056714567552405275,123.70450100166678,0.5482462158280802,37.890222169601046,9,1
albuquerque indie,0.39810403846153847,0.5851346153846154,218208.44871794872,0.5868141025641026,0.024485532820512818,0.20760705128205126,-8.634647435897437,0.034197435897435895,127.28044230769233,0.6200897435897436,53.67948717948718,2,1
alt-idol,0.000273,0.616,230613.0,0.985,0.000145,0.111,-1.598,0.0832,109.979,0.487,53.0,11,1
alternative americana,0.3186740476190476,0.5021967120181406,232470.9166666667,0.5304268707482994,0.2724381099659864,0.18746768707482994,-9.399354875283446,0.04647670068027211,123.49729535147392,0.44240022675736956,48.266439909297056,11,1
alternative country,0.40853448436307205,0.5342905052663306,248417.51312396562,0.5311980412662861,0.05654436122205134,0.1736583701442495,-10.134085497495148,0.043791586769449664,119.0807969909933,0.5093888465056646,42.508912114385126,9,1
alternative dance,0.14175345054072128,0.6125784530723684,264767.6657702488,0.7322709005191046,0.20821540260548124,0.19228031114707947,-6.700668777167725,0.05993440429336577,125.43483486263327,0.5294958783918712,50.83318978295099,2,1
alternative emo,0.09582093399758454,0.47155640096618356,216976.04311594204,0.7545667874396136,0.029634388115942028,0.19183164251207732,-6.75093502415459,0.07065073671497586,130.84606050724645,0.45129396135265687,47.86062801932367,4,1
alternative hip hop,0.20429848053584243,0.6971754795361758,246993.37675772843,0.6843630128248718,0.03867440770758753,0.2311306983244951,-7.523439848125333,0.25378845134071404,106.84882845212906,0.6015245435748926,47.52048644696139,1,1
alternative metal,0.05908788449986595,0.4639656995961612,245505.9066261804,0.8325527011717013,0.10616523213248519,0.21242762730058087,-5.8344778526194006,0.08193833045219977,126.15052290426611,0.41371045514535637,46.858181540790234,2,1
alternative pop,0.10237811607892443,0.4772272546962806,217119.0054985515,0.7436669747758774,0.1543763411821494,0.17597202176447413,-8.96483470672043,0.04899254407095954,128.1240144133023,0.5720638086530863,37.856017486308644,11,1
alternative pop rock,0.18306958333333326,0.5961510416666668,208448.07118055553,0.7148621527777778,1.1372309027777777e-05,0.19344538194444447,-4.8288947916666665,0.06517465277777779,119.6851767361111,0.6104333333333333,53.50000000000001,10,1
alternative r&b,0.3225985205745157,0.6555711014024341,233620.2719723381,0.5390861074117852,0.027775858647682856,0.17102605557308687,-8.316013055333698,0.14102857357554635,114.31441850112023,0.43965907096973206,58.0178612832236,1,1
alternative rock,0.15692259718594748,0.48064150697998814,241602.7498027649,0.7070422918475654,0.16553293742692884,0.19468838778843398,-8.351835487082385,0.06321574173238399,125.30362575034593,0.501319107298496,42.270542914119225,7,1
alternative roots rock,0.31519729411764696,0.5052588235294119,246973.51176470588,0.5759588235294116,0.1198556038235294,0.15137470588235294,-8.078405882352941,0.055195294117647065,116.97279999999998,0.4051588235294118,45.96470588235294,9,1
ambeat,0.5150481904761904,0.7173595238095236,250642.64285714287,0.6378952380952381,0.3020605238095238,0.1426192857142857,-7.613142857142859,0.10325952380952379,98.33154761904761,0.6903880952380952,49.671428571428564,10,0
ambient,0.6800111229492956,0.3419104955034564,362510.48342312063,0.29283695109489444,0.7797465125639064,0.1287623037479186,-18.92471008738922,0.04222635652343856,107.30594458486271,0.18963879704735706,42.68858555706702,2,1
ambient black metal,0.001325495,0.2638333333333333,356480.0,0.7681666666666667,0.7681833333333333,0.3260333333333333,-9.345,0.05736666666666668,111.02750000000003,0.2410166666666667,42.833333333333336,4,1
ambient folk,0.6397355223285486,0.5281497707336522,231744.4121810207,0.3771438995215311,0.14138242541766347,0.16609018141945772,-12.248761014752791,0.06282635566188198,116.65229839513557,0.3247242822966507,42.21999601275917,7,1
ambient house,0.040625,0.6265,255585.5,0.842125,0.1383,0.349,-12.244375,0.0468625,113.2315,0.46875,38.625,8,1
ambient idm,0.47750000000000004,0.35050000000000003,364264.0,0.5794999999999999,0.46250715,0.1205,-10.509999999999998,0.057499999999999996,150.49150000000003,0.2385,55.0,8,1
ambient pop,0.7401253333333333,0.32154000000000005,228714.02666666667,0.25361999999999996,0.7206852000000001,0.10936666666666665,-16.705946666666666,0.03571066666666667,95.59444666666667,0.181174,42.56,7,1
ambient techno,0.09042825,0.7055,349358.5,0.549875,0.475425,0.08455,-13.989250000000002,0.0329,125.71424999999999,0.8410625,35.25,1,0
ambient worship,0.6735011951754385,0.29974358552631575,264410.99150219304,0.29954461622807016,0.4556968309210527,0.1307433662280702,-15.148772478070175,0.03631677631578947,101.70345586622807,0.15529879385964912,58.10745614035088,3,1
american choir,0.8622114845938375,0.2875906162464986,334064.9019607843,0.2713939775910364,0.2589585371848739,0.16823291316526615,-17.483796918767506,0.11376890756302523,112.44833473389356,0.2005449579831933,26.626050420168067,7,1
american contemporary classical,0.9456131281544876,0.3529118517299393,387152.5840245775,0.13188740289664252,0.48414715214933063,0.14523438812083977,-24.171506612537488,0.052185399934167216,95.78631603211174,0.28414879672299026,25.990737692926633,9,1
american folk revival,0.8200007704284784,0.5507778759847902,174700.88090746754,0.25847911428420955,0.02797939229460904,0.15723920378430034,-15.296833245914325,0.07803579962809128,113.7927159079157,0.5559292111097373,18.758766098352947,9,1
american metalcore,0.0032467333333333326,0.389,238115.66666666663,0.971,0.0003463333333333333,0.2109,-4.268000000000002,0.25433333333333336,159.29599999999996,0.2513333333333333,42.66666666666666,9,0
american modern classical,0.8992420261982055,0.3877776624034499,279470.4589881093,0.25436087644623917,0.47521362927537675,0.2193437052569413,-17.788385917842195,0.1282766943233506,118.99643588668478,0.3770526961020346,7.265186202015205,5,1
american post-rock,0.3078385032051282,0.4578766025641026,303835.3253205128,0.46956185897435904,0.6759826730769231,0.15433413461538462,-12.839429487179487,0.04336474358974359,112.13089262820512,0.23370945512820515,47.58333333333334,1,1
american primitive,0.5110423333333333,0.3845666666666667,191793.61666666664,0.4262833333333333,0.8224166666666666,0.13597166666666666,-13.8341,0.040400000000000005,111.02668333333334,0.49269833333333346,23.700000000000003,11,1
american romanticism,0.9475293209876542,0.31233858024691363,227850.50925925924,0.1740751543209877,0.4025654717283951,0.14729074074074072,-19.99763271604938,0.042085030864197535,108.02207253086418,0.275941049382716,10.419753086419753,11,1
american shoegaze,0.19387941333333333,0.32986666666666664,324887.6,0.7308666666666667,0.5653333333333334,0.18760000000000002,-9.429466666666666,0.042946666666666675,113.68093333333334,0.3548666666666667,41.8,6,1
anadolu rock,0.5618,0.4748,266333.8,0.445,0.20425200000000002,0.16428,-14.736,0.03542000000000001,97.91400000000002,0.613,44.8,7,0
anarcho-punk,0.05305417572829132,0.31594887955182077,197361.25,0.8747850140056022,0.009299372724089636,0.2653179271708684,-8.071685574229692,0.12512303921568627,163.65386064425772,0.5005406162464986,39.41106442577031,2,1
andean,0.5888953959183674,0.6033333333333334,286867.6462585034,0.4613877551020408,0.27619799047619054,0.13241156462585035,-11.88374149659864,0.058034693877551016,122.09365986394558,0.46498639455782315,32.775510204081634,4,1
anglican liturgy,0.9210166666666668,0.23455666666666666,209452.85,0.1751266666666667,0.26456366666666664,0.2056866666666667,-16.995116666666668,0.05868333333333333,87.85156666666667,0.26545500000000005,10.283333333333333,0,1
animal singing,0.8059999999999999,0.7990000000000002,126286.5,0.6395,0.0,0.1935,-5.9875000000000025,0.04235,114.6885,0.9025,4.5,3,1
anime,0.1556472805206993,0.5031195865508366,241442.81091537967,0.7938807432432432,0.12588995591591592,0.17369952702702704,-5.562658783783783,0.06696847812097813,137.2889699002574,0.4694657322501073,51.93203292578293,1,1
anime latino,0.19022477285714284,0.4795714285714286,244156.57142857142,0.8882857142857142,0.0033816457142857143,0.2852071428571429,-3.2310000000000003,0.0551,142.30892857142857,0.5502142857142858,55.142857142857146,0,1
anime rock,0.06956209663865548,0.5110385154061624,239654.00910364147,0.8647598039215686,0.03106009441176471,0.23631470588235293,-4.058578431372549,0.08131260504201683,126.97481582633051,0.5441645658263307,58.037114845938376,11,1
anime score,0.2881269422817977,0.47307538533988536,213411.699765561,0.6984475021498772,0.35427162765503684,0.19420093079443074,-8.7031703490991,0.07440794256756758,124.22310647113021,0.415548236076986,51.45574836199836,7,1
ann arbor indie,0.24960583333333336,0.5518833333333333,216116.4,0.45968333333333344,0.05765600233333333,0.1334733333333333,-8.58315,0.07172166666666666,93.36946666666665,0.3598166666666666,51.966666666666676,6,1
anthem emo,0.09357998466666666,0.4831655555555557,206006.96166666664,0.7663949999999999,0.013789959861111114,0.21165633333333336,-5.795172777777777,0.07344933333333334,130.29724222222222,0.4252877777777778,50.64,4,1
anthem worship,0.21819113331312168,0.4767769156004677,286369.1904820326,0.608537018741372,0.010161532164888692,0.21610284014885683,-7.266430747807041,0.05086769204244145,120.5522392280118,0.3274206704101335,52.19920086643933,11,1
anti-folk,0.41992489929793575,0.502156507088115,230398.86720701773,0.5468588517304099,0.1218122458774365,0.18807674784504708,-9.67737775596901,0.056346176131897976,119.55060790808247,0.4989252976778864,43.423615295538,9,1
antilliaanse folklore,0.9305,0.578,176373.5,0.6635,0.43515,0.09305,-12.53,0.06095,146.36049999999997,0.942,0.0,3,1
antiviral pop,0.17394746827190827,0.6351263016263015,201968.43857493857,0.7202116707616709,0.016358727689013686,0.21266052942552943,-6.953785845910846,0.11023041154791156,130.28318356148358,0.6261972885222886,53.2747425997426,2,1
appalachian folk,0.78306602298448,0.5441354298451452,187810.48726431068,0.3274548613318893,0.1139977356831383,0.1844965923272275,-13.57824966491604,0.05881449953442845,121.83480086260677,0.6513979114778606,19.327417518499722,9,1
arab folk,0.8643603449028645,0.41785167841722526,379430.1314333327,0.274994951064648,0.322252613859759,0.27540432154216743,-15.10740234683581,0.060263289246984895,105.15583656921568,0.4765230724869723,20.361626296408904,5,1
arab groove,0.952,0.29100000000000004,207560.0,0.231,0.382,0.237,-18.808,0.0418,157.168,0.371,38.0,9,1
arab pop,0.5171955621301774,0.5588895463510849,334352.9950690335,0.516269033530572,0.037687739309664695,0.18187051282051286,-10.216090729783037,0.05968067061143983,126.4876439842209,0.5820246548323472,36.941814595660745,9,0
arab trap,0.0527,0.752,146945.0,0.905,0.000242,0.173,-7.072,0.0515,97.993,0.6890000000000001,73.0,0,1
arabesk,0.317,0.353,269640.0,0.672,3.05e-05,0.0962,-5.795,0.04,168.299,0.523,47.0,8,1
arabic hip hop,0.8270000000000002,0.366,410777.0,0.431,0.0,0.3225,-4.578,0.0369,111.0905,0.41600000000000004,7.0,10,1
arabic jazz,0.953,0.3875,382513.5,0.1655,0.1911255,0.1755,-19.238,0.045899999999999996,127.1375,0.3735,37.5,9,1
argentine ambient,0.8301999999999999,0.4901999999999999,163663.8,0.37347600000000003,0.624,0.124,-15.3516,0.0377,131.83679999999998,0.3174,55.6,4,0
argentine hardcore,0.01081,0.69,239713.5,0.6535,0.01150665,0.3725999999999999,-9.742,0.05555,109.5345,0.655,45.5,6,1
argentine heavy metal,0.050789999999999995,0.58075,316772.875,0.7926249999999999,0.08168275000000001,0.158825,-6.1466249999999985,0.1279375,145.01825000000002,0.5053749999999999,52.0,11,1
argentine hip hop,0.32533,0.7825,289224.8,0.6359500000000001,0.0005759405,0.11639,-5.5075,0.16366333333333333,140.0963,0.5545666666666668,70.58333333333333,11,1
argentine indie,0.6887095238095238,0.4822738095238095,268671.83928571426,0.2508392857142857,0.012930333571428572,0.1670309523809524,-14.744309523809523,0.039564880952380956,109.01989880952381,0.30498214285714287,51.35714285714286,7,1
argentine metal,0.0185,0.62,293360.0,0.816,0.007409999999999998,0.0984,-6.2079999999999975,0.222,179.99200000000005,0.6679999999999999,49.0,1,1
argentine punk,0.008,0.641,234610.25,0.58175,0.007193325,0.28729999999999994,-11.029,0.042525,126.53275,0.543,51.75,6,1
argentine reggae,0.09809111111111113,0.7633259259259259,249349.91851851853,0.5502148148148147,0.0002703991851851851,0.10236296296296295,-7.716940740740742,0.07163703703703703,123.06139999999999,0.7932518518518519,59.17777777777778,6,1
argentine rock,0.22873926597863248,0.5923440178571429,260936.60709020146,0.6141759697802199,0.04016374618112026,0.19183684836691087,-9.488574660409034,0.04731950068681318,116.59620186965813,0.5996862402319905,54.5244391025641,7,1
arkansas country,0.5068861599194512,0.5829433219471036,186879.9289074427,0.502752759315934,0.009080251051222468,0.20703105154986795,-9.651622021187595,0.054546166163760366,117.35864325648828,0.6191840936013178,39.43257088263933,9,1
arkansas indie,0.2365,0.43,265170.5,0.504,0.107665,0.171,-10.1935,0.03125,100.529,0.16850000000000004,49.5,3,1
armenian folk,0.9946666666666668,0.13533333333333333,288000.0,0.13423333333333332,0.8969999999999999,0.11699999999999999,-19.125333333333327,0.046533333333333336,86.13999999999999,0.04816666666666666,37.0,7,1
art pop,0.32838372049710995,0.5467721938479064,254008.33777628912,0.5651440570512002,0.20487710637080817,0.16819230660883233,-9.51136575842621,0.06083305726619327,121.07146043896724,0.4334530749849637,48.77883480276268,0,1
art punk,0.16740501438429536,0.5557995337137628,220461.23253639872,0.7122961011182961,0.19767665420892205,0.20334411066056482,-9.356333108245156,0.07372013591895119,128.45853438953404,0.6268830314416612,34.39663405118004,9,1
art rock,0.30455009108305664,0.49366833791491777,280929.12390233047,0.5675819262760526,0.20216880130135867,0.1954348365087644,-11.43162160648357,0.05597932458589507,120.2264635039528,0.5076428698001563,36.290437269025304,9,1
asbury park indie,0.000969,0.557,226853.0,0.815,0.00188,0.0932,-5.402,0.0328,88.929,0.445,50.0,0,1
asian american hip hop,0.14620309523809527,0.7542,186140.19523809524,0.6651238095238096,0.000575670238095238,0.18543238095238093,-6.820133333333334,0.11396047619047618,107.89669523809523,0.49180952380952375,61.32380952380952,7,1
asmr,0.4809677777777777,0.1852222222222222,203037.33333333334,0.3083333333333333,0.9171111111111111,0.21944444444444444,-19.465666666666667,0.06431111111111111,80.81955555555554,0.02701111111111111,64.8888888888889,10,0
athens indie,0.18220647569841272,0.524506507936508,248960.33547619046,0.6109726746031746,0.2723282102301587,0.16989416666666665,-9.701214880952381,0.03731628174603175,121.28121043650792,0.5432255158730158,43.71599206349206,5,1
atl hip hop,0.12406185947490417,0.7339626050585145,241796.96573438012,0.6559216525397232,0.013514415284290853,0.2010581617032968,-6.580438240575398,0.1823710073091917,123.40938307581916,0.5279019214864498,52.053810253716,1,1
atl trap,0.14064764754226922,0.7215242445674609,224752.2750600309,0.6655055315223758,0.00502036046442715,0.2004972608521771,-6.379520756115041,0.18522606228734276,124.05151130406324,0.5264518913592086,57.354076380981866,0,1
atlanta indie,0.15058500000000002,0.58175,239054.3,0.7179499999999999,0.1234133,0.27454999999999996,-7.73465,0.0561,113.88284999999999,0.56885,52.55,4,1
atmosphere,0.8170244897959184,0.29357482993197276,208973.12925170068,0.16048673469387756,0.8358890476190478,0.12732687074829935,-22.414914965986398,0.053341496598639446,95.5545306122449,0.14620918367346938,53.908163265306115,9,1
atmospheric black metal,0.001325495,0.2638333333333333,356480.0,0.7681666666666667,0.7681833333333333,0.3260333333333333,-9.345,0.05736666666666668,111.02750000000003,0.2410166666666667,42.833333333333336,4,1
atmospheric dnb,0.03,0.6829999999999999,267107.0,0.789,0.0105,0.0724,-9.034,0.0602,119.504,0.657,46.0,2,1
atmospheric post-metal,2.71e-05,0.29,348640.0,0.7170000000000001,0.816,0.706,-9.439,0.0556,110.271,0.236,38.0,9,0
atmospheric post-rock,0.00942,0.8690000000000001,308613.0,0.888,0.00111,0.18600000000000005,-2.7310000000000003,0.0859,135.023,0.856,0.0,4,0
atmospheric sludge,2.71e-05,0.29,348640.0,0.7170000000000001,0.816,0.706,-9.439,0.0556,110.271,0.236,38.0,9,0
auckland indie,0.025423025,0.5397500000000001,230502.33333333334,0.7075833333333333,0.02325158333333334,0.31316666666666665,-5.453333333333334,0.05881666666666666,124.53333333333335,0.35209166666666664,53.666666666666664,0,1
audiophile vocal,0.6398333333333333,0.5125,196339.8333333333,0.26456666666666667,0.00014681,0.1298,-17.35033333333333,0.03339999999999999,84.95633333333335,0.5134333333333334,32.66666666666667,2,1
aussietronica,0.12144291666666666,0.6620208333333334,257742.1875,0.6902291666666667,0.13928212916666668,0.14111875,-6.2876666666666665,0.050439583333333336,118.77983333333333,0.36527916666666665,59.895833333333336,1,0
austin americana,0.39204437499999994,0.5716041666666667,278978.6145833334,0.6226354166666668,0.008585392916666667,0.22688124999999998,-7.121666666666666,0.07684166666666667,112.86020833333333,0.48631250000000004,50.54166666666667,7,1
austin hip hop,0.0153,0.902,191975.0,0.472,0.0,0.0539,-6.8020000000000005,0.469,140.046,0.65,59.0,1,1
austin singer-songwriter,0.46741666666666665,0.5417916666666667,292424.11666666664,0.6380916666666666,0.03383047241666667,0.30737416666666667,-9.759225,0.06304583333333333,128.83905833333333,0.5445083333333334,40.24166666666667,9,1
austindie,0.36606853401360545,0.6155374149659865,243713.0952380952,0.5894829931972788,0.05047344525510204,0.15089489795918368,-8.334173469387755,0.05965748299319727,109.3161394557823,0.5708197278911564,49.204081632653065,9,1
australian alternative pop,0.6462361111111111,0.5478333333333333,251154.4444444444,0.30824999999999997,0.0015006766666666666,0.16112777777777776,-8.47225,0.04788888888888888,121.72266666666668,0.1775777777777778,65.3611111111111,5,0
australian alternative rock,0.17932930222222224,0.5555852777777778,220098.21583333338,0.7025797222222223,0.02632810844166667,0.18812563888888892,-7.934190277777778,0.06147983333333333,120.71454888888888,0.5671299999999999,44.65694444444445,4,1
australian children's music,0.601529375,0.76246875,130335.015625,0.363203125,6.390625000000001e-06,0.174746875,-13.708796875,0.10518750000000002,123.50721874999999,0.8033593750000001,43.03125,7,1
australian choir,0.993,0.29100000000000004,164000.0,0.0218,3.5000000000000016e-06,0.0766,-25.876,0.0528,136.83700000000002,0.29100000000000004,18.0,10,1
australian country,0.39848345238095245,0.5850699404761904,210228.7681547619,0.5002395833333334,2.1311336309523805e-05,0.12016624999999999,-10.587125892857143,0.047840535714285704,108.13386755952382,0.531704761904762,45.81190476190476,2,1
australian dance,0.10552413397666209,0.6100812700034685,247005.23374216503,0.7432702402148045,0.1101497410725092,0.2083079073363007,-6.443650009078829,0.06727317200329996,128.54022786602906,0.455919285793449,53.35797065053489,7,0
australian electropop,0.15619524934968415,0.5613522064288369,254342.89542920844,0.6461444397993311,0.11282377298973428,0.1536229528985507,-7.3524621980676335,0.0493463507989595,136.40836401430693,0.3957159002229653,51.96341973244148,5,0
australian garage punk,0.20737145833333337,0.4183333333333333,213760.79166666666,0.7792916666666668,0.35669505833333326,0.17043333333333335,-5.952625,0.062191666666666666,127.15258333333334,0.42133333333333334,52.791666666666664,7,1
australian hip hop,0.16065711458333334,0.6480894345238095,232504.059375,0.7283959821428572,0.1387645135565476,0.19369601190476188,-6.420263839285715,0.08468160714285713,127.01847574404762,0.5810056547619048,56.197916666666664,6,1
australian house,0.08559285714285712,0.6258571428571429,295320.28571428574,0.8103571428571428,0.34196228571428566,0.23273571428571427,-5.363857142857142,0.04409285714285715,123.25421428571428,0.5506428571428572,58.785714285714285,0,1
australian indie,0.17307132103948025,0.5936410544727636,260397.60544727638,0.6902220139930035,0.08483140010494754,0.1614217391304348,-6.68597688655672,0.06163287106446777,119.86540217391304,0.4325627686156922,55.63605697151424,7,1
australian indie folk,0.3487222222222222,0.5259861111111112,270486.72685185185,0.5454259259259259,0.03682846666666668,0.16052592592592593,-9.820375,0.10407824074074072,118.38351388888888,0.38464629629629626,56.2037037037037,0,1
australian indie rock,0.116,0.529,242007.0,0.638,0.0,0.0964,-7.104,0.0301,169.96,0.504,63.0,0,1
australian indigenous,0.1261,0.527,274546.66666666674,0.7296666666666667,0.008021666666666668,0.16363333333333333,-6.22,0.03336666666666668,142.79733333333334,0.605,27.0,11,1
australian metal,0.00132,0.392,215227.0,0.966,0.0473,0.239,-3.863,0.172,139.83,0.0764,55.0,9,1
